Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Available On,Amount,Fee,Net,Checkout,Payment Method Name,Presentment Amount,Presentment Currency,Currency
2025-06-18 20:34:47 -0400,charge,#42179,visa,online,paid,2025-06-23,2025-06-23,80.00,2.22,77.78,#35641959743581,card,80.00,USD,USD
2025-06-18 20:28:54 -0400,charge,#42178,visa,online,paid,2025-06-23,2025-06-23,101.00,2.72,98.28,#35641903120477,card,101.00,USD,USD
2025-06-18 20:06:58 -0400,charge,#42177,master,online,paid,2025-06-20,2025-06-19,140.00,3.66,136.34,#35641391677533,card,140.00,USD,USD
2025-06-18 19:03:23 -0400,charge,#42176,master,online,paid,2025-06-23,2025-06-23,131.00,3.44,127.56,#35641312018525,card,131.00,USD,USD
2025-06-18 18:32:37 -0400,charge,#42175,visa,online,paid,2025-06-23,2025-06-23,37.04,1.19,35.85,#35641126518877,card,37.04,USD,USD
2025-06-18 16:55:50 -0400,charge,#42174,american_express,online,paid,2025-06-23,2025-06-23,48.50,1.95,46.55,#35640406835293,card,48.50,USD,USD
2025-06-18 15:48:01 -0400,charge,#42172,discover,stripe_terminal,paid,2025-06-23,2025-06-23,56.98,1.37,55.61,#35639700488285,card,56.98,USD,USD
2025-06-18 15:45:30 -0400,charge,#42171,visa,stripe_terminal,paid,2025-06-23,2025-06-23,5.40,0.13,5.27,#35639569252445,card,5.40,USD,USD
2025-06-18 15:42:28 -0400,charge,#42170,visa,stripe_terminal,paid,2025-06-23,2025-06-23,40.09,0.96,39.13,#35639732207709,card,40.09,USD,USD
2025-06-18 15:35:49 -0400,charge,#42168,visa,stripe_terminal,paid,2025-06-23,2025-06-23,309.12,7.42,301.70,#35639678828637,card,309.12,USD,USD
2025-06-18 15:18:25 -0400,charge,#42167,visa,stripe_terminal,paid,2025-06-23,2025-06-23,5.13,0.12,5.01,#35639560372317,card,5.13,USD,USD
2025-06-18 15:12:55 -0400,charge,#42166,visa,stripe_terminal,paid,2025-06-23,2025-06-23,9.50,0.23,9.27,#35639308517469,card,9.50,USD,USD
2025-06-18 14:41:03 -0400,charge,#42164,visa,stripe_terminal,paid,2025-06-23,2025-06-23,14.90,0.36,14.54,#35639277748317,card,14.90,USD,USD
2025-06-18 14:38:32 -0400,charge,#42163,visa,stripe_terminal,paid,2025-06-23,2025-06-23,152.46,3.66,148.80,#35638575923293,card,152.46,USD,USD
2025-06-18 14:38:17 -0400,charge,#42162,visa,stripe_terminal,paid,2025-06-23,2025-06-23,16.90,0.41,16.49,#35639236821085,card,16.90,USD,USD
2025-06-18 14:34:51 -0400,charge,#42161,visa,stripe_terminal,paid,2025-06-23,2025-06-23,47.48,1.14,46.34,#35639164698717,card,47.48,USD,USD
2025-06-18 14:31:03 -0400,charge,#42160,visa,stripe_terminal,paid,2025-06-23,2025-06-23,35.93,0.86,35.07,#35639199989853,card,35.93,USD,USD
2025-06-18 14:27:34 -0400,charge,#42159,visa,stripe_terminal,paid,2025-06-23,2025-06-23,14.63,0.35,14.28,#35639055384669,card,14.63,USD,USD
2025-06-18 14:21:34 -0400,charge,#42158,visa,stripe_terminal,paid,2025-06-23,2025-06-23,141.37,3.39,137.98,#35639141662813,card,141.37,USD,USD
2025-06-18 14:07:48 -0400,charge,#42157,visa,stripe_terminal,paid,2025-06-23,2025-06-23,25.31,0.61,24.70,#35638801858653,card,25.31,USD,USD
2025-06-18 14:01:51 -0400,charge,#42156,visa,stripe_terminal,paid,2025-06-23,2025-06-23,87.57,2.10,85.47,#35638971400285,card,87.57,USD,USD
2025-06-18 13:43:05 -0400,charge,#42155,visa,online,paid,2025-06-20,2025-06-18,58.00,1.69,56.31,#35638969565277,card,58.00,USD,USD
2025-06-18 13:33:44 -0400,charge,#42153,visa,stripe_terminal,paid,2025-06-23,2025-06-23,8.03,0.19,7.84,#35638783213661,card,8.03,USD,USD
2025-06-18 13:09:02 -0400,charge,#42151,master,stripe_terminal,paid,2025-06-23,2025-06-23,17.70,0.42,17.28,#35638398156893,card,17.70,USD,USD
2025-06-18 13:06:00 -0400,charge,#42150,master,stripe_terminal,paid,2025-06-23,2025-06-23,35.34,0.85,34.49,#35638565732445,card,35.34,USD,USD
2025-06-18 12:42:16 -0400,charge,#42147,visa,stripe_terminal,paid,2025-06-23,2025-06-23,10.69,0.26,10.43,#35638190375005,card,10.69,USD,USD
2025-06-18 12:38:03 -0400,charge,#42148,visa,online,paid,2025-06-23,2025-06-23,52.50,1.56,50.94,#35638471786589,card,52.50,USD,USD
2025-06-18 12:21:45 -0400,charge,#42146,visa,stripe_terminal,paid,2025-06-23,2025-06-23,67.52,1.62,65.90,#35638052978781,card,67.52,USD,USD
2025-06-18 12:13:18 -0400,charge,#42145,visa,stripe_terminal,paid,2025-06-23,2025-06-23,19.43,0.47,18.96,#35638169141341,card,19.43,USD,USD
2025-06-18 12:02:58 -0400,charge,#42143,visa,stripe_terminal,paid,2025-06-23,2025-06-23,10.08,0.24,9.84,#35638093938781,card,10.08,USD,USD
2025-06-18 11:59:12 -0400,charge,#42142,visa,stripe_terminal,paid,2025-06-23,2025-06-23,13.65,0.33,13.32,#35638034759773,card,13.65,USD,USD
2025-06-18 11:56:42 -0400,charge,#42141,visa,stripe_terminal,paid,2025-06-23,2025-06-23,123.44,2.96,120.48,#35638017556573,card,123.44,USD,USD
2025-06-18 11:56:41 -0400,charge,#42144,visa,online,paid,2025-06-23,2025-06-23,275.00,6.90,268.10,#35638155771997,card,275.00,USD,USD
2025-06-18 11:52:47 -0400,charge,#42140,american_express,stripe_terminal,paid,2025-06-23,2025-06-23,16.88,0.41,16.47,#35637893726301,card,16.88,USD,USD
2025-06-18 11:51:53 -0400,charge,#42139,visa,stripe_terminal,paid,2025-06-23,2025-06-23,10.75,0.26,10.49,#35638014804061,card,10.75,USD,USD
2025-06-18 11:51:26 -0400,charge,#42138,master,stripe_terminal,paid,2025-06-23,2025-06-23,5.40,0.13,5.27,#35638001565789,card,5.40,USD,USD
2025-06-18 11:49:51 -0400,charge,#42137,visa,stripe_terminal,paid,2025-06-23,2025-06-23,5.40,0.13,5.27,#35637999108189,card,5.40,USD,USD
2025-06-18 11:49:29 -0400,charge,#42136,american_express,stripe_terminal,paid,2025-06-23,2025-06-23,112.88,2.71,110.17,#35637990096989,card,112.88,USD,USD
2025-06-18 11:46:58 -0400,charge,#42135,visa,stripe_terminal,paid,2025-06-23,2025-06-23,82.29,1.97,80.32,#35637973745757,card,82.29,USD,USD
2025-06-18 11:45:17 -0400,charge,#42133,american_express,stripe_terminal,paid,2025-06-23,2025-06-23,5.35,0.13,5.22,#35637966241885,card,5.35,USD,USD
2025-06-18 11:45:11 -0400,charge,#42132,master,stripe_terminal,paid,2025-06-23,2025-06-23,66.47,1.60,64.87,#35637926330461,card,66.47,USD,USD
2025-06-18 11:39:14 -0400,charge,#42129,visa,stripe_terminal,paid,2025-06-23,2025-06-23,49.59,1.19,48.40,#35637919383645,card,49.59,USD,USD
2025-06-18 11:39:11 -0400,charge,#42128,master,stripe_terminal,paid,2025-06-23,2025-06-23,8.97,0.22,8.75,#35637766619229,card,8.97,USD,USD
2025-06-18 11:37:04 -0400,charge,#42127,visa,stripe_terminal,paid,2025-06-23,2025-06-23,100.76,2.42,98.34,#35637896675421,card,100.76,USD,USD
2025-06-18 11:34:57 -0400,charge,#42126,american_express,stripe_terminal,paid,2025-06-23,2025-06-23,131.88,3.17,128.71,#35637883764829,card,131.88,USD,USD
2025-06-18 11:34:27 -0400,charge,#42125,master,stripe_terminal,paid,2025-06-23,2025-06-23,163.47,3.92,159.55,#35630577877085,card,163.47,USD,USD
2025-06-18 11:18:30 -0400,charge,#42123,american_express,stripe_terminal,paid,2025-06-23,2025-06-23,3.75,0.09,3.66,#35630587871325,card,3.75,USD,USD
2025-06-18 10:40:28 -0400,charge,#42122,visa,online,paid,2025-06-20,2025-06-18,70.50,1.99,68.51,#35621271765085,card,70.50,USD,USD
2025-06-17 15:22:39 -0400,charge,#42119,visa,stripe_terminal,paid,2025-06-20,2025-06-20,44.31,1.06,43.25,#35630238236765,card,44.31,USD,USD
2025-06-17 15:20:39 -0400,charge,#42118,visa,stripe_terminal,paid,2025-06-20,2025-06-20,34.82,0.84,33.98,#35630312194141,card,34.82,USD,USD
2025-06-17 15:20:33 -0400,charge,#42117,visa,stripe_terminal,paid,2025-06-20,2025-06-20,3.38,0.08,3.30,#35630338801757,card,3.38,USD,USD
2025-06-17 15:18:35 -0400,charge,#42121,american_express,online,paid,2025-06-19,2025-06-17,79.98,3.02,76.96,#35630626766941,card,79.98,USD,USD
2025-06-17 14:47:55 -0400,charge,#42115,visa,stripe_terminal,paid,2025-06-20,2025-06-20,10.80,0.26,10.54,#35630252687453,card,10.80,USD,USD
2025-06-17 14:44:33 -0400,charge,#42114,visa,stripe_terminal,paid,2025-06-20,2025-06-20,101.28,2.43,98.85,#35630049624157,card,101.28,USD,USD
2025-06-17 14:33:50 -0400,charge,#42116,visa,online,paid,2025-06-19,2025-06-17,158.00,4.09,153.91,#35630335393885,card,158.00,USD,USD
2025-06-17 14:33:07 -0400,charge,#42111,discover,stripe_terminal,paid,2025-06-20,2025-06-20,20.55,0.49,20.06,#35630062698589,card,20.55,USD,USD
2025-06-17 14:27:53 -0400,charge,#42113,master,online,paid,2025-06-20,2025-06-20,280.00,7.02,272.98,#35630295154781,card,280.00,USD,USD
2025-06-17 14:11:13 -0400,charge,#42108,master,stripe_terminal,paid,2025-06-20,2025-06-20,37.89,0.91,36.98,#35630066892893,card,37.89,USD,USD
2025-06-17 14:07:54 -0400,charge,#42107,master,stripe_terminal,paid,2025-06-20,2025-06-20,26.38,0.63,25.75,#35630040776797,card,26.38,USD,USD
2025-06-17 14:06:15 -0400,charge,#42106,american_express,stripe_terminal,paid,2025-06-20,2025-06-20,96.01,2.30,93.71,#35630041137245,card,96.01,USD,USD
2025-06-17 14:04:11 -0400,charge,#42105,visa,stripe_terminal,paid,2025-06-20,2025-06-20,187.27,4.49,182.78,#35629992771677,card,187.27,USD,USD
2025-06-17 14:03:37 -0400,charge,#42104,visa,stripe_terminal,paid,2025-06-20,2025-06-20,39.88,0.96,38.92,#35630027866205,card,39.88,USD,USD
2025-06-17 13:58:41 -0400,charge,#42110,master,online,paid,2025-06-20,2025-06-20,84.00,2.32,81.68,#35630093336669,card,84.00,USD,USD
2025-06-17 13:58:14 -0400,charge,#42102,visa,stripe_terminal,paid,2025-06-20,2025-06-20,78.07,1.87,76.20,#35629985726557,card,78.07,USD,USD
2025-06-17 13:56:36 -0400,charge,#42101,visa,stripe_terminal,paid,2025-06-20,2025-06-20,27.43,0.66,26.77,#35629975601245,card,27.43,USD,USD
2025-06-17 13:53:29 -0400,charge,#42100,visa,stripe_terminal,paid,2025-06-20,2025-06-20,259.53,6.23,253.30,#35629579632733,card,259.53,USD,USD
2025-06-17 13:06:07 -0400,charge,#42099,visa,stripe_terminal,paid,2025-06-20,2025-06-20,20.20,0.48,19.72,#35629622263901,card,20.20,USD,USD
2025-06-17 13:04:04 -0400,charge,#42098,visa,stripe_terminal,paid,2025-06-20,2025-06-20,52.34,1.26,51.08,#35629589135453,card,52.34,USD,USD
2025-06-17 12:59:39 -0400,charge,#42096,visa,stripe_terminal,paid,2025-06-20,2025-06-20,8.52,0.20,8.32,#35629579305053,card,8.52,USD,USD
2025-06-17 12:58:41 -0400,charge,#42095,visa,stripe_terminal,paid,2025-06-20,2025-06-20,62.25,1.49,60.76,#35629566656605,card,62.25,USD,USD
2025-06-17 12:58:30 -0400,charge,#42094,visa,stripe_terminal,paid,2025-06-20,2025-06-20,106.56,2.56,104.00,#35629559119965,card,106.56,USD,USD
2025-06-17 12:56:52 -0400,charge,#42093,visa,stripe_terminal,paid,2025-06-20,2025-06-20,8.52,0.20,8.32,#35629561774173,card,8.52,USD,USD
2025-06-17 12:55:57 -0400,charge,#42092,visa,stripe_terminal,paid,2025-06-20,2025-06-20,78.08,1.87,76.21,#35629535363165,card,78.08,USD,USD
2025-06-17 12:55:11 -0400,charge,#42091,visa,stripe_terminal,paid,2025-06-20,2025-06-20,10.08,0.24,9.84,#35629544603741,card,10.08,USD,USD
2025-06-17 12:54:02 -0400,charge,#42090,visa,stripe_terminal,paid,2025-06-20,2025-06-20,17.94,0.43,17.51,#35629518094429,card,17.94,USD,USD
2025-06-17 12:52:29 -0400,charge,#42089,visa,stripe_terminal,paid,2025-06-20,2025-06-20,167.22,4.01,163.21,#35629525237853,card,167.22,USD,USD
2025-06-17 12:51:33 -0400,charge,#42088,visa,stripe_terminal,paid,2025-06-20,2025-06-20,16.88,0.41,16.47,#35629494501469,card,16.88,USD,USD
2025-06-17 12:51:31 -0400,charge,#42087,visa,stripe_terminal,paid,2025-06-20,2025-06-20,48.50,1.16,47.34,#35629518225501,card,48.50,USD,USD
2025-06-17 12:50:36 -0400,charge,#42086,visa,stripe_terminal,paid,2025-06-20,2025-06-20,14.43,0.35,14.08,#35629514260573,card,14.43,USD,USD
2025-06-17 12:47:38 -0400,charge,#42085,visa,stripe_terminal,paid,2025-06-20,2025-06-20,16.88,0.41,16.47,#35629490143325,card,16.88,USD,USD
2025-06-17 12:45:17 -0400,charge,#42084,visa,stripe_terminal,paid,2025-06-20,2025-06-20,13.72,0.33,13.39,#35629127401565,card,13.72,USD,USD
2025-06-17 12:42:53 -0400,charge,#42083,master,stripe_terminal,paid,2025-06-20,2025-06-20,18.99,0.46,18.53,#35629346291805,card,18.99,USD,USD
2025-06-17 12:39:27 -0400,charge,#42082,american_express,stripe_terminal,paid,2025-06-20,2025-06-20,41.68,1.00,40.68,#35629426180189,card,41.68,USD,USD
2025-06-17 12:36:05 -0400,charge,#42080,master,stripe_terminal,paid,2025-06-20,2025-06-20,274.15,6.58,267.57,#35629326499933,card,274.15,USD,USD
2025-06-17 12:21:19 -0400,charge,#42078,master,stripe_terminal,paid,2025-06-20,2025-06-20,40.09,0.96,39.13,#35629303922781,card,40.09,USD,USD
2025-06-17 12:00:01 -0400,charge,#42073,master,stripe_terminal,paid,2025-06-20,2025-06-20,127.13,3.05,124.08,#35629145161821,card,127.13,USD,USD
2025-06-17 11:57:41 -0400,charge,#42072,master,stripe_terminal,paid,2025-06-20,2025-06-20,11.55,0.28,11.27,#35629135921245,card,11.55,USD,USD
2025-06-17 11:55:00 -0400,charge,#42069,master,stripe_terminal,paid,2025-06-20,2025-06-20,68.58,1.65,66.93,#35629035815005,card,68.58,USD,USD
2025-06-17 11:49:47 -0400,charge,#42067,master,stripe_terminal,paid,2025-06-20,2025-06-20,92.99,2.23,90.76,#35629080379485,card,92.99,USD,USD
2025-06-17 11:45:56 -0400,charge,#42066,master,stripe_terminal,paid,2025-06-20,2025-06-20,20.83,0.50,20.33,#35603246743645,card,20.83,USD,USD
2025-06-17 11:41:32 -0400,charge,#42065,master,stripe_terminal,paid,2025-06-20,2025-06-20,158.20,3.80,154.40,#35629017333853,card,158.20,USD,USD
2025-06-17 11:40:29 -0400,charge,#42064,visa,stripe_terminal,paid,2025-06-20,2025-06-20,200.46,4.81,195.65,#35628988301405,card,200.46,USD,USD
2025-06-17 11:36:25 -0400,charge,#42063,master,stripe_terminal,paid,2025-06-20,2025-06-20,179.88,4.32,175.56,#35628462866525,card,179.88,USD,USD
2025-06-17 11:34:47 -0400,charge,#42062,master,stripe_terminal,paid,2025-06-20,2025-06-20,142.36,3.42,138.94,#35628963659869,card,142.36,USD,USD
2025-06-17 11:26:13 -0400,charge,#42061,visa,stripe_terminal,paid,2025-06-20,2025-06-20,14.00,0.34,13.66,#35628566216797,card,14.00,USD,USD
2025-06-17 11:04:48 -0400,charge,#42060,visa,online,paid,2025-06-20,2025-06-20,141.50,3.70,137.80,#35628862406749,card,141.50,USD,USD
2025-06-17 10:54:40 -0400,charge,#42059,visa,online,paid,2025-06-20,2025-06-20,58.45,1.70,56.75,#35628750700637,card,58.45,USD,USD
2025-06-17 10:39:49 -0400,charge,#42058,master,online,paid,2025-06-20,2025-06-20,54.98,1.62,53.36,#35628669239389,card,54.98,USD,USD
2025-06-17 09:50:05 -0400,charge,#42056,visa,online,paid,2025-06-20,2025-06-20,81.00,2.24,78.76,#35628363808861,card,81.00,USD,USD
2025-06-17 09:21:39 -0400,charge,#42055,visa,online,paid,2025-06-20,2025-06-20,53.50,1.58,51.92,#35628181979229,card,53.50,USD,USD
2025-06-17 08:44:51 -0400,charge,#42054,visa,online,paid,2025-06-20,2025-06-20,125.00,3.30,121.70,#35627980226653,card,125.00,USD,USD
2025-06-16 22:13:11 -0400,charge,#42053,american_express,online,paid,2025-06-20,2025-06-20,44.99,1.83,43.16,#35624682192989,card,44.99,USD,USD
2025-06-16 22:07:48 -0400,charge,#42052,master,online,paid,2025-06-20,2025-06-20,53.50,1.58,51.92,#35624649556061,card,53.50,USD,USD
2025-06-16 20:11:12 -0400,charge,#42051,master,online,paid,2025-06-20,2025-06-20,51.49,1.54,49.95,#35623956971613,card,51.49,USD,USD
2025-06-16 19:59:44 -0400,charge,#42050,visa,online,paid,2025-06-18,2025-06-18,66.00,1.88,64.12,#35623734607965,card,66.00,USD,USD
2025-06-16 18:08:54 -0400,charge,#42049,american_express,online,paid,2025-06-18,2025-06-18,436.00,15.12,420.88,#35623126761565,card,436.00,USD,USD
2025-06-16 18:01:15 -0400,charge,#42048,visa,online,paid,2025-06-18,2025-06-18,55.00,1.62,53.38,#35623075315805,card,55.00,USD,USD
2025-06-16 18:01:02 -0400,charge,#42047,master,online,paid,2025-06-18,2025-06-18,165.99,4.28,161.71,#35623073775709,card,165.99,USD,USD
2025-06-16 17:27:04 -0400,charge,#42046,master,online,paid,2025-06-18,2025-06-16,51.48,1.54,49.94,#35622806028381,card,51.48,USD,USD
2025-06-16 16:58:15 -0400,charge,#42045,american_express,online,paid,2025-06-18,2025-06-18,54.00,2.14,51.86,#35594119020637,card,54.00,USD,USD
2025-06-16 16:54:53 -0400,charge,#42044,master,online,paid,2025-06-18,2025-06-18,37.50,1.20,36.30,#35622590120029,card,37.50,USD,USD
2025-06-16 16:42:05 -0400,charge,#42043,visa,online,paid,2025-06-18,2025-06-16,82.00,2.27,79.73,#35622492635229,card,82.00,USD,USD
2025-06-16 15:04:24 -0400,charge,#42042,visa,online,paid,2025-06-18,2025-06-18,34.50,1.13,33.37,#35621790974045,card,34.50,USD,USD
2025-06-16 13:13:06 -0400,charge,#42041,american_express,online,paid,2025-06-18,2025-06-16,125.46,4.57,120.89,#35620967383133,card,125.46,USD,USD
2025-06-16 12:56:01 -0400,charge,#42040,american_express,online,paid,2025-06-18,2025-06-18,36.00,1.52,34.48,#35620850860125,card,36.00,USD,USD
2025-06-16 12:35:26 -0400,charge,#42039,visa,online,paid,2025-06-18,2025-06-18,81.00,2.24,78.76,#35620662673501,card,81.00,USD,USD
2025-06-16 12:01:54 -0400,charge,#42038,visa,online,paid,2025-06-18,2025-06-18,160.00,4.14,155.86,#35620437590109,card,160.00,USD,USD
2025-06-16 11:50:36 -0400,charge,#42037,visa,online,paid,2025-06-18,2025-06-18,93.00,3.46,89.54,#35620372545629,card,93.00,USD,USD
2025-06-16 11:32:05 -0400,charge,#42036,american_express,online,paid,2025-06-18,2025-06-18,102.00,3.77,98.23,#35620233543773,card,102.00,USD,USD
2025-06-16 10:45:28 -0400,charge,#42034,american_express,stripe_terminal,paid,2025-06-18,2025-06-18,33.76,0.81,32.95,#35603159384157,card,33.76,USD,USD
2025-06-16 10:33:23 -0400,charge,#42035,american_express,online,paid,2025-06-18,2025-06-16,105.00,3.87,101.13,#35619788324957,card,105.00,USD,USD
2025-06-16 10:23:31 -0400,charge,#42033,visa,online,paid,2025-06-18,2025-06-18,157.00,4.07,152.93,#35619706929245,card,157.00,USD,USD
2025-06-16 10:17:05 -0400,charge,#42032,visa,online,paid,2025-06-18,2025-06-18,259.00,6.52,252.48,#35619663315037,card,259.00,USD,USD
2025-06-16 05:37:29 -0400,charge,#42031,american_express,online,paid,2025-06-18,2025-06-18,41.50,1.71,39.79,#35617948926045,card,41.50,USD,USD
2025-06-16 03:15:30 -0400,charge,#42030,visa,online,paid,2025-06-18,2025-06-18,222.99,5.65,217.34,#35617138671709,card,222.99,USD,USD
2025-06-15 19:33:13 -0400,charge,#42029,visa,online,paid,2025-06-17,2025-06-17,72.50,2.04,70.46,#35613710418013,card,72.50,USD,USD
2025-06-15 19:30:02 -0400,charge,#42028,visa,online,paid,2025-06-17,2025-06-17,92.00,2.51,89.49,#35614084268125,card,92.00,USD,USD
2025-06-15 18:04:07 -0400,charge,#42027,master,online,paid,2025-06-17,2025-06-17,339.95,8.46,331.49,#35613542907997,card,339.95,USD,USD
2025-06-15 12:07:55 -0400,charge,#42026,visa,online,paid,2025-06-17,2025-06-17,162.00,4.19,157.81,#35610959151197,card,162.00,USD,USD
2025-06-15 11:43:33 -0400,charge,#42025,master,online,paid,2025-06-17,2025-06-17,38.50,1.22,37.28,#35610763067485,card,38.50,USD,USD
2025-06-15 10:42:50 -0400,charge,#42024,visa,online,paid,2025-06-17,2025-06-17,78.50,2.18,76.32,#35610351730781,card,78.50,USD,USD
2025-06-15 10:28:13 -0400,charge,#42023,discover,online,paid,2025-06-17,2025-06-17,189.00,4.84,184.16,#35539034898525,card,189.00,USD,USD
2025-06-15 09:44:13 -0400,charge,#42022,master,online,paid,2025-06-17,2025-06-17,85.00,2.34,82.66,#35609947963485,card,85.00,USD,USD
2025-06-15 08:57:44 -0400,charge,#42021,visa,online,paid,2025-06-17,2025-06-17,94.00,2.56,91.44,#35609630310493,card,94.00,USD,USD
2025-06-15 08:54:33 -0400,charge,#42020,master,online,paid,2025-06-17,2025-06-17,72.50,2.04,70.46,#35609614319709,card,72.50,USD,USD
2025-06-15 08:24:21 -0400,charge,#42019,visa,online,paid,2025-06-17,2025-06-15,40.00,1.26,38.74,#35609411420253,card,40.00,USD,USD
2025-06-15 02:18:20 -0400,charge,#42018,american_express,online,paid,2025-06-17,2025-06-17,54.98,2.17,52.81,#35607253778525,card,54.98,USD,USD
2025-06-14 21:53:25 -0400,charge,#42017,visa,online,paid,2025-06-17,2025-06-17,115.00,3.06,111.94,#35605527134301,card,115.00,USD,USD
2025-06-14 21:46:15 -0400,charge,#42016,visa,online,paid,2025-06-17,2025-06-17,69.00,2.65,66.35,#35605482078301,card,69.00,USD,USD
2025-06-14 20:06:33 -0400,charge,#42015,visa,online,paid,2025-06-16,2025-06-15,93.50,2.54,90.96,#35604822229085,card,93.50,USD,USD
2025-06-14 19:20:26 -0400,charge,#42014,visa,online,paid,2025-06-17,2025-06-17,55.50,1.63,53.87,#35604510179421,card,55.50,USD,USD
2025-06-14 19:12:01 -0400,charge,#42013,master,online,paid,2025-06-17,2025-06-17,103.98,2.80,101.18,#35604485734493,card,103.98,USD,USD
2025-06-14 19:06:52 -0400,charge,#42012,master,online,paid,2025-06-17,2025-06-17,200.00,5.10,194.90,#35604452868189,card,200.00,USD,USD
2025-06-14 18:58:51 -0400,charge,#42011,visa,online,paid,2025-06-17,2025-06-17,200.00,5.10,194.90,#35604399882333,card,200.00,USD,USD
2025-06-14 18:57:37 -0400,charge,#42010,master,online,paid,2025-06-17,2025-06-17,192.00,4.91,187.09,#35604385005661,card,192.00,USD,USD
2025-06-14 18:57:36 -0400,charge,#42009,visa,online,paid,2025-06-17,2025-06-17,200.00,5.10,194.90,#35604386709597,card,200.00,USD,USD
2025-06-14 18:48:16 -0400,charge,#42008,visa,online,paid,2025-06-17,2025-06-17,192.00,4.91,187.09,#35604331364445,card,192.00,USD,USD
2025-06-14 18:24:21 -0400,charge,#42007,visa,online,paid,2025-06-17,2025-06-17,200.00,5.10,194.90,#35604176601181,card,200.00,USD,USD
2025-06-14 18:15:32 -0400,charge,#42006,visa,online,paid,2025-06-17,2025-06-17,199.40,5.09,194.31,#35604113424477,card,199.40,USD,USD
2025-06-14 18:09:58 -0400,charge,#42005,visa,online,paid,2025-06-17,2025-06-17,199.40,5.09,194.31,#35604057620573,card,199.40,USD,USD
2025-06-14 18:01:24 -0400,charge,#42004,visa,online,paid,2025-06-17,2025-06-17,192.00,4.91,187.09,#35604014760029,card,192.00,USD,USD
2025-06-14 17:57:27 -0400,charge,#42003,american_express,online,paid,2025-06-17,2025-06-17,192.00,6.83,185.17,#35603983401053,card,192.00,USD,USD
2025-06-14 17:55:46 -0400,charge,#42002,american_express,online,paid,2025-06-17,2025-06-17,192.00,6.83,185.17,#35603979206749,card,192.00,USD,USD
2025-06-14 17:47:07 -0400,charge,#42001,visa,online,paid,2025-06-17,2025-06-17,36.00,1.16,34.84,#35603615481949,card,36.00,USD,USD
2025-06-14 17:42:57 -0400,charge,#42000,american_express,online,paid,2025-06-17,2025-06-17,192.00,6.83,185.17,#35603892011101,card,192.00,USD,USD
2025-06-14 17:26:33 -0400,charge,#41999,discover,online,paid,2025-06-16,2025-06-14,110.00,2.94,107.06,#35603745374301,card,110.00,USD,USD
2025-06-14 17:19:15 -0400,charge,#41996,master,stripe_terminal,paid,2025-06-17,2025-06-17,44.31,1.06,43.25,#35602428395613,card,44.31,USD,USD
2025-06-14 17:14:36 -0400,charge,#41998,visa,online,paid,2025-06-16,2025-06-14,204.95,5.22,199.73,#35603690782813,card,204.95,USD,USD
2025-06-14 17:08:36 -0400,charge,#41997,american_express,online,paid,2025-06-16,2025-06-14,263.00,9.24,253.76,#35603649527901,card,263.00,USD,USD
2025-06-14 17:01:24 -0400,charge,#41995,visa,online,paid,2025-06-16,2025-06-14,85.50,2.35,83.15,#35603604045917,card,85.50,USD,USD
2025-06-14 16:52:06 -0400,charge,#41994,discover,online,paid,2025-06-17,2025-06-17,35.50,1.15,34.35,#35603537854557,card,35.50,USD,USD
2025-06-14 16:45:23 -0400,charge,#41993,master,online,paid,2025-06-17,2025-06-17,216.00,5.48,210.52,#35603485917277,card,216.00,USD,USD
2025-06-14 16:32:16 -0400,charge,#41992,visa,online,paid,2025-06-16,2025-06-14,200.00,5.10,194.90,#35603404816477,card,200.00,USD,USD
2025-06-14 16:30:41 -0400,charge,#41991,visa,online,paid,2025-06-17,2025-06-17,189.50,4.85,184.65,#35603392430173,card,189.50,USD,USD
2025-06-14 16:18:33 -0400,charge,#41986,visa,stripe_terminal,paid,2025-06-17,2025-06-17,80.81,1.94,78.87,#35603188285533,card,80.81,USD,USD
2025-06-14 16:15:34 -0400,charge,#41990,american_express,online,paid,2025-06-17,2025-06-17,200.00,7.10,192.90,#35603281018973,card,200.00,USD,USD
2025-06-14 16:13:55 -0400,charge,#41989,visa,online,paid,2025-06-16,2025-06-14,192.00,4.91,187.09,#35603267125341,card,192.00,USD,USD
2025-06-14 16:08:32 -0400,charge,#41987,master,online,paid,2025-06-17,2025-06-17,108.50,2.90,105.60,#35603218661469,card,108.50,USD,USD
2025-06-14 16:08:16 -0400,charge,#41984,visa,stripe_terminal,paid,2025-06-17,2025-06-17,36.93,0.89,36.04,#35602973196381,card,36.93,USD,USD
2025-06-14 16:01:52 -0400,charge,#41985,master,online,paid,2025-06-16,2025-06-14,189.50,4.85,184.65,#35603134578781,card,189.50,USD,USD
2025-06-14 15:59:20 -0400,charge,#41983,master,stripe_terminal,paid,2025-06-17,2025-06-17,26.46,0.64,25.82,#35603057606749,card,26.46,USD,USD
2025-06-14 15:55:16 -0400,charge,#41982,master,stripe_terminal,paid,2025-06-17,2025-06-17,14.30,0.34,13.96,#35603028475997,card,14.30,USD,USD
2025-06-14 15:49:28 -0400,charge,#41978,visa,stripe_terminal,paid,2025-06-17,2025-06-17,50.91,1.22,49.69,#35602975948893,card,50.91,USD,USD
2025-06-14 15:45:51 -0400,charge,#41977,visa,stripe_terminal,paid,2025-06-17,2025-06-17,120.28,2.89,117.39,#35602847400029,card,120.28,USD,USD
