Transaction Date,Type,Order,Card Brand,Card Source,Payout Status,Payout Date,Available On,Amount,Fee,Net,Checkout,Payment Method Name,Presentment Amount,Presentment Currency,Currency
2025-06-24 14:12:32 -0400,charge,#42612,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,24.27,0.58,23.69,#35697564024925,card,24.27,USD,USD
2025-06-24 14:12:11 -0400,charge,#42611,visa,stripe_terminal,paid,2025-06-26,2025-06-26,67.83,1.63,66.20,#35697480269917,card,67.83,USD,USD
2025-06-24 14:06:34 -0400,charge,#42608,visa,stripe_terminal,paid,2025-06-26,2025-06-26,76.50,1.84,74.66,#35697521918045,card,76.50,USD,USD
2025-06-24 14:05:29 -0400,charge,#42607,visa,stripe_terminal,paid,2025-06-26,2025-06-26,40.09,0.96,39.13,#35697515102301,card,40.09,USD,USD
2025-06-24 14:04:40 -0400,charge,#42606,visa,stripe_terminal,paid,2025-06-26,2025-06-26,5.40,0.13,5.27,#35697510875229,card,5.40,USD,USD
2025-06-24 13:59:55 -0400,charge,#42604,visa,stripe_terminal,paid,2025-06-26,2025-06-26,126.75,3.04,123.71,#35697437802589,card,126.75,USD,USD
2025-06-24 13:55:24 -0400,charge,#42603,visa,stripe_terminal,paid,2025-06-26,2025-06-26,86.66,2.08,84.58,#35697373708381,card,86.66,USD,USD
2025-06-24 13:46:54 -0400,charge,#42601,visa,stripe_terminal,paid,2025-06-26,2025-06-26,107.91,2.59,105.32,#35697360928861,card,107.91,USD,USD
2025-06-24 13:41:37 -0400,charge,#42599,visa,stripe_terminal,paid,2025-06-26,2025-06-26,60.14,1.44,58.70,#35697321705565,card,60.14,USD,USD
2025-06-24 13:41:29 -0400,charge,#42598,visa,stripe_terminal,paid,2025-06-26,2025-06-26,36.60,0.88,35.72,#35697287856221,card,36.60,USD,USD
2025-06-24 13:40:21 -0400,charge,#42597,visa,stripe_terminal,paid,2025-06-26,2025-06-26,34.79,0.83,33.96,#35697310924893,card,34.79,USD,USD
2025-06-24 13:40:03 -0400,charge,#42596,visa,stripe_terminal,paid,2025-06-26,2025-06-26,12.80,0.31,12.49,#35697310203997,card,12.80,USD,USD
2025-06-24 13:39:02 -0400,charge,#42595,visa,stripe_terminal,paid,2025-06-26,2025-06-26,25.87,0.62,25.25,#35697295655005,card,25.87,USD,USD
2025-06-24 13:38:33 -0400,charge,#42594,visa,stripe_terminal,paid,2025-06-26,2025-06-26,103.37,2.48,100.89,#35697290117213,card,103.37,USD,USD
2025-06-24 13:37:19 -0400,charge,#42593,visa,stripe_terminal,paid,2025-06-26,2025-06-26,43.10,1.03,42.07,#35697279729757,card,43.10,USD,USD
2025-06-24 13:36:29 -0400,charge,#42592,visa,stripe_terminal,paid,2025-06-26,2025-06-26,58.03,1.39,56.64,#35697285103709,card,58.03,USD,USD
2025-06-24 13:36:23 -0400,charge,#42591,visa,stripe_terminal,paid,2025-06-26,2025-06-26,19.09,0.46,18.63,#35697147379805,card,19.09,USD,USD
2025-06-24 13:35:25 -0400,charge,#42590,visa,stripe_terminal,paid,2025-06-26,2025-06-26,78.08,1.87,76.21,#35697273077853,card,78.08,USD,USD
2025-06-24 13:34:33 -0400,charge,#42589,visa,stripe_terminal,paid,2025-06-26,2025-06-26,82.79,1.99,80.80,#35697250467933,card,82.79,USD,USD
2025-06-24 13:32:54 -0400,charge,#42588,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,131.18,3.15,128.03,#35697239982173,card,131.18,USD,USD
2025-06-24 13:31:40 -0400,charge,#42600,american_express,manual,paid,2025-06-26,2025-06-26,36.93,1.56,35.37,#35697213964381,card,36.93,USD,USD
2025-06-24 13:31:22 -0400,charge,#42587,visa,stripe_terminal,paid,2025-06-26,2025-06-26,19.93,0.48,19.45,#35697234772061,card,19.93,USD,USD
2025-06-24 13:29:45 -0400,charge,#42586,master,stripe_terminal,paid,2025-06-26,2025-06-26,25.00,0.60,24.40,#35697225531485,card,25.00,USD,USD
2025-06-24 13:28:24 -0400,charge,#42585,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,310.19,7.44,302.75,#35697219534941,card,310.19,USD,USD
2025-06-24 13:28:22 -0400,charge,#42584,master,stripe_terminal,paid,2025-06-26,2025-06-26,4.80,0.12,4.68,#35697216749661,card,4.80,USD,USD
2025-06-24 13:26:01 -0400,charge,#42581,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,156.15,3.75,152.40,#35697192730717,card,156.15,USD,USD
2025-06-24 13:24:34 -0400,charge,#42580,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,3.17,0.08,3.09,#35697188831325,card,3.17,USD,USD
2025-06-24 13:23:58 -0400,charge,#42579,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,107.62,2.58,105.04,#35697176510557,card,107.62,USD,USD
2025-06-24 13:23:20 -0400,charge,#42578,visa,stripe_terminal,paid,2025-06-26,2025-06-26,31.00,0.74,30.26,#35697157963869,card,31.00,USD,USD
2025-06-24 13:21:10 -0400,charge,#42577,visa,stripe_terminal,paid,2025-06-26,2025-06-26,61.19,1.47,59.72,#35697139253341,card,61.19,USD,USD
2025-06-24 13:19:58 -0400,charge,#42575,master,stripe_terminal,paid,2025-06-26,2025-06-26,94.95,2.28,92.67,#35697141710941,card,94.95,USD,USD
2025-06-24 13:19:15 -0400,charge,#42574,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,119.81,2.88,116.93,#35697062740061,card,119.81,USD,USD
2025-06-24 13:18:35 -0400,charge,#42573,master,stripe_terminal,paid,2025-06-26,2025-06-26,10.26,0.25,10.01,#35697130799197,card,10.26,USD,USD
2025-06-24 13:18:32 -0400,charge,#42572,visa,stripe_terminal,paid,2025-06-26,2025-06-26,100.23,2.41,97.82,#35697133322333,card,100.23,USD,USD
2025-06-24 13:17:26 -0400,charge,#42571,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,53.66,1.29,52.37,#35697113989213,card,53.66,USD,USD
2025-06-24 13:16:21 -0400,charge,#42570,visa,stripe_terminal,paid,2025-06-26,2025-06-26,136.11,3.27,132.84,#35697065001053,card,136.11,USD,USD
2025-06-24 13:15:52 -0400,charge,#42569,master,stripe_terminal,paid,2025-06-26,2025-06-26,24.19,0.58,23.61,#35697100849245,card,24.19,USD,USD
2025-06-24 13:14:06 -0400,charge,#42568,visa,stripe_terminal,paid,2025-06-26,2025-06-26,72.90,1.75,71.15,#35697088954461,card,72.90,USD,USD
2025-06-24 13:12:42 -0400,charge,#42567,visa,stripe_terminal,paid,2025-06-26,2025-06-26,51.75,1.24,50.51,#35697061363805,card,51.75,USD,USD
2025-06-24 13:09:58 -0400,charge,#42566,master,stripe_terminal,paid,2025-06-26,2025-06-26,76.11,1.83,74.28,#35697047044189,card,76.11,USD,USD
2025-06-24 13:09:51 -0400,charge,#42565,master,stripe_terminal,paid,2025-06-26,2025-06-26,247.93,5.95,241.98,#35697047699549,card,247.93,USD,USD
2025-06-24 13:09:45 -0400,charge,#42564,master,stripe_terminal,paid,2025-06-26,2025-06-26,4.27,0.10,4.17,#35697055531101,card,4.27,USD,USD
2025-06-24 13:09:08 -0400,charge,#42563,visa,stripe_terminal,paid,2025-06-26,2025-06-26,31.15,0.75,30.40,#35697041571933,card,31.15,USD,USD
2025-06-24 13:06:49 -0400,charge,#42562,visa,stripe_terminal,paid,2025-06-26,2025-06-26,20.52,0.49,20.03,#35697029382237,card,20.52,USD,USD
2025-06-24 13:06:12 -0400,charge,#42561,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,102.32,2.46,99.86,#35697005068381,card,102.32,USD,USD
2025-06-24 13:03:37 -0400,charge,#42559,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,6.43,0.15,6.28,#35696998744157,card,6.43,USD,USD
2025-06-24 13:02:41 -0400,charge,#42558,visa,stripe_terminal,paid,2025-06-26,2025-06-26,56.48,1.36,55.12,#35696973316189,card,56.48,USD,USD
2025-06-24 13:02:35 -0400,charge,#42557,visa,stripe_terminal,paid,2025-06-26,2025-06-26,86.50,2.08,84.42,#35696942055517,card,86.50,USD,USD
2025-06-24 12:58:58 -0400,charge,#42555,visa,stripe_terminal,paid,2025-06-26,2025-06-26,41.80,1.00,40.80,#35696964108381,card,41.80,USD,USD
2025-06-24 12:57:57 -0400,charge,#42554,visa,stripe_terminal,paid,2025-06-26,2025-06-26,52.60,1.26,51.34,#35696939303005,card,52.60,USD,USD
2025-06-24 12:55:41 -0400,charge,#42553,master,stripe_terminal,paid,2025-06-26,2025-06-26,18.99,0.46,18.53,#35696933044317,card,18.99,USD,USD
2025-06-24 12:55:35 -0400,charge,#42552,visa,stripe_terminal,paid,2025-06-26,2025-06-26,76.11,1.83,74.28,#35696748003421,card,76.11,USD,USD
2025-06-24 12:55:26 -0400,charge,#42551,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,46.57,1.12,45.45,#35696883662941,card,46.57,USD,USD
2025-06-24 12:55:00 -0400,charge,#42550,visa,stripe_terminal,paid,2025-06-26,2025-06-26,9.55,0.23,9.32,#35696933077085,card,9.55,USD,USD
2025-06-24 12:53:48 -0400,charge,#42549,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,61.51,1.48,60.03,#35696910270557,card,61.51,USD,USD
2025-06-24 12:53:44 -0400,charge,#42548,visa,stripe_terminal,paid,2025-06-26,2025-06-26,35.87,0.86,35.01,#35696907223133,card,35.87,USD,USD
2025-06-24 12:51:30 -0400,charge,#42547,visa,stripe_terminal,paid,2025-06-26,2025-06-26,54.00,1.30,52.70,#35696904732765,card,54.00,USD,USD
2025-06-24 12:50:56 -0400,charge,#42546,master,stripe_terminal,paid,2025-06-26,2025-06-26,31.65,0.76,30.89,#35696900833373,card,31.65,USD,USD
2025-06-24 12:50:44 -0400,charge,#42545,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,50.64,1.22,49.42,#35696888578141,card,50.64,USD,USD
2025-06-24 12:50:04 -0400,charge,#42544,visa,stripe_terminal,paid,2025-06-26,2025-06-26,34.82,0.84,33.98,#35696893558877,card,34.82,USD,USD
2025-06-24 12:49:39 -0400,charge,#42543,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,81.76,1.96,79.80,#35696878452829,card,81.76,USD,USD
2025-06-24 12:48:35 -0400,charge,#42542,visa,stripe_terminal,paid,2025-06-26,2025-06-26,79.15,1.90,77.25,#35696871866461,card,79.15,USD,USD
2025-06-24 12:47:33 -0400,charge,#42540,visa,stripe_terminal,paid,2025-06-26,2025-06-26,50.64,1.22,49.42,#35696871538781,card,50.64,USD,USD
2025-06-24 12:47:15 -0400,charge,#42556,american_express,manual,paid,2025-06-26,2025-06-26,195.94,6.96,188.98,#35696942252125,card,195.94,USD,USD
2025-06-24 12:46:49 -0400,charge,#42539,master,stripe_terminal,paid,2025-06-26,2025-06-26,31.27,0.75,30.52,#35696866394205,card,31.27,USD,USD
2025-06-24 12:46:44 -0400,charge,#42538,visa,stripe_terminal,paid,2025-06-26,2025-06-26,36.93,0.89,36.04,#35696865247325,card,36.93,USD,USD
2025-06-24 12:46:29 -0400,charge,#42537,visa,stripe_terminal,paid,2025-06-26,2025-06-26,61.72,1.48,60.24,#35696857383005,card,61.72,USD,USD
2025-06-24 12:45:38 -0400,charge,#42536,visa,stripe_terminal,paid,2025-06-26,2025-06-26,71.74,1.72,70.02,#35696852107357,card,71.74,USD,USD
2025-06-24 12:44:31 -0400,charge,#42535,master,stripe_terminal,paid,2025-06-26,2025-06-26,64.80,1.56,63.24,#35696827826269,card,64.80,USD,USD
2025-06-24 12:44:29 -0400,charge,#42534,visa,stripe_terminal,paid,2025-06-26,2025-06-26,41.68,1.00,40.68,#35696848535645,card,41.68,USD,USD
2025-06-24 12:43:25 -0400,charge,#42533,visa,stripe_terminal,paid,2025-06-26,2025-06-26,44.31,1.06,43.25,#35696837492829,card,44.31,USD,USD
2025-06-24 12:43:01 -0400,charge,#42532,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,149.27,3.58,145.69,#35696802365533,card,149.27,USD,USD
2025-06-24 12:42:01 -0400,charge,#42531,master,stripe_terminal,paid,2025-06-26,2025-06-26,77.00,1.85,75.15,#35696829300829,card,77.00,USD,USD
2025-06-24 12:40:59 -0400,charge,#42530,visa,stripe_terminal,paid,2025-06-26,2025-06-26,51.55,1.24,50.31,#35696821207133,card,51.55,USD,USD
2025-06-24 12:40:51 -0400,charge,#42529,visa,stripe_terminal,paid,2025-06-26,2025-06-26,63.29,1.52,61.77,#35696808034397,card,63.29,USD,USD
2025-06-24 12:38:21 -0400,charge,#42528,visa,stripe_terminal,paid,2025-06-26,2025-06-26,58.54,1.40,57.14,#35696798040157,card,58.54,USD,USD
2025-06-24 12:37:27 -0400,charge,#42527,visa,stripe_terminal,paid,2025-06-26,2025-06-26,16.88,0.41,16.47,#35696743546973,card,16.88,USD,USD
2025-06-24 12:36:55 -0400,charge,#42526,master,stripe_terminal,paid,2025-06-26,2025-06-26,9.40,0.23,9.17,#35696776806493,card,9.40,USD,USD
2025-06-24 12:35:55 -0400,charge,#42525,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,6.33,0.15,6.18,#35696773038173,card,6.33,USD,USD
2025-06-24 12:35:00 -0400,charge,#42524,master,stripe_terminal,paid,2025-06-26,2025-06-26,19.09,0.46,18.63,#35696765435997,card,19.09,USD,USD
2025-06-24 12:34:05 -0400,charge,#42523,visa,stripe_terminal,paid,2025-06-26,2025-06-26,133.72,3.21,130.51,#35696726409309,card,133.72,USD,USD
2025-06-24 12:33:41 -0400,charge,#42522,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,21.60,0.52,21.08,#35696625025117,card,21.60,USD,USD
2025-06-24 12:29:39 -0400,charge,#42521,visa,stripe_terminal,paid,2025-06-26,2025-06-26,62.40,1.50,60.90,#35696725295197,card,62.40,USD,USD
2025-06-24 12:28:57 -0400,charge,#42520,visa,stripe_terminal,paid,2025-06-26,2025-06-26,27.43,0.66,26.77,#35696661299293,card,27.43,USD,USD
2025-06-24 12:28:55 -0400,charge,#42519,master,stripe_terminal,paid,2025-06-26,2025-06-26,50.64,1.22,49.42,#35696718905437,card,50.64,USD,USD
2025-06-24 12:21:23 -0400,charge,#42518,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,24.27,0.58,23.69,#35696636461149,card,24.27,USD,USD
2025-06-24 12:18:42 -0400,charge,#42517,visa,stripe_terminal,paid,2025-06-26,2025-06-26,40.09,0.96,39.13,#35696632758365,card,40.09,USD,USD
2025-06-24 12:18:13 -0400,charge,#42516,master,stripe_terminal,paid,2025-06-26,2025-06-26,122.39,2.94,119.45,#35696628400221,card,122.39,USD,USD
2025-06-24 12:16:39 -0400,charge,#42515,visa,stripe_terminal,paid,2025-06-26,2025-06-26,5.13,0.12,5.01,#35696615719005,card,5.13,USD,USD
2025-06-24 12:16:16 -0400,charge,#42514,visa,stripe_terminal,paid,2025-06-26,2025-06-26,28.84,0.69,28.15,#35696606052445,card,28.84,USD,USD
2025-06-24 12:16:14 -0400,charge,#42513,visa,stripe_terminal,paid,2025-06-26,2025-06-26,35.87,0.86,35.01,#35696531144797,card,35.87,USD,USD
2025-06-24 12:14:52 -0400,charge,#42512,visa,stripe_terminal,paid,2025-06-26,2025-06-26,13.93,0.33,13.60,#35696598450269,card,13.93,USD,USD
2025-06-24 12:14:10 -0400,charge,#42511,visa,stripe_terminal,paid,2025-06-26,2025-06-26,4.27,0.10,4.17,#35696593764445,card,4.27,USD,USD
2025-06-24 12:13:31 -0400,charge,#42510,visa,stripe_terminal,paid,2025-06-26,2025-06-26,23.71,0.57,23.14,#35696585736285,card,23.71,USD,USD
2025-06-24 12:12:53 -0400,charge,#42509,visa,stripe_terminal,paid,2025-06-26,2025-06-26,26.38,0.63,25.75,#35696580100189,card,26.38,USD,USD
2025-06-24 12:12:37 -0400,charge,#42508,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,19.09,0.46,18.63,#35696573513821,card,19.09,USD,USD
2025-06-24 12:11:38 -0400,charge,#42507,visa,stripe_terminal,paid,2025-06-26,2025-06-26,71.69,1.72,69.97,#35696572465245,card,71.69,USD,USD
2025-06-24 12:10:46 -0400,charge,#42506,visa,stripe_terminal,paid,2025-06-26,2025-06-26,24.57,0.59,23.98,#35696558833757,card,24.57,USD,USD
2025-06-24 12:10:43 -0400,charge,#42505,visa,stripe_terminal,paid,2025-06-26,2025-06-26,3.69,0.09,3.60,#35696567091293,card,3.69,USD,USD
2025-06-24 12:09:33 -0400,charge,#42504,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,42.20,1.01,41.19,#35696548347997,card,42.20,USD,USD
2025-06-24 12:09:07 -0400,charge,#42503,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,10.26,0.25,10.01,#35696551067741,card,10.26,USD,USD
2025-06-24 12:08:07 -0400,charge,#42502,visa,stripe_terminal,paid,2025-06-26,2025-06-26,65.66,1.58,64.08,#35696531112029,card,65.66,USD,USD
2025-06-24 12:07:36 -0400,charge,#42501,visa,stripe_terminal,paid,2025-06-26,2025-06-26,213.60,5.13,208.47,#35696422223965,card,213.60,USD,USD
2025-06-24 12:05:56 -0400,charge,#42500,visa,stripe_terminal,paid,2025-06-26,2025-06-26,73.85,1.77,72.08,#35696470491229,card,73.85,USD,USD
2025-06-24 12:05:40 -0400,charge,#42499,master,stripe_terminal,paid,2025-06-26,2025-06-26,9.67,0.23,9.44,#35696518299741,card,9.67,USD,USD
2025-06-24 12:04:07 -0400,charge,#42498,master,stripe_terminal,paid,2025-06-26,2025-06-26,31.27,0.75,30.52,#35696513253469,card,31.27,USD,USD
2025-06-24 12:00:39 -0400,charge,#42495,master,stripe_terminal,paid,2025-06-26,2025-06-26,137.46,3.30,134.16,#35696467673181,card,137.46,USD,USD
2025-06-24 12:00:37 -0400,charge,#42494,visa,stripe_terminal,paid,2025-06-26,2025-06-26,9.55,0.23,9.32,#35696479305821,card,9.55,USD,USD
2025-06-24 11:59:48 -0400,charge,#42493,visa,stripe_terminal,paid,2025-06-26,2025-06-26,31.86,0.76,31.10,#35696476455005,card,31.86,USD,USD
2025-06-24 11:58:54 -0400,charge,#42492,visa,stripe_terminal,paid,2025-06-26,2025-06-26,5.13,0.12,5.01,#35696469737565,card,5.13,USD,USD
2025-06-24 11:58:25 -0400,charge,#42491,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,28.49,0.68,27.81,#35696447946845,card,28.49,USD,USD
2025-06-24 11:57:30 -0400,charge,#42490,visa,stripe_terminal,paid,2025-06-26,2025-06-26,48.33,1.16,47.17,#35696457187421,card,48.33,USD,USD
2025-06-24 11:57:25 -0400,charge,#42489,visa,stripe_terminal,paid,2025-06-26,2025-06-26,3.22,0.08,3.14,#35696454893661,card,3.22,USD,USD
2025-06-24 11:56:58 -0400,charge,#42488,visa,stripe_terminal,paid,2025-06-26,2025-06-26,26.73,0.64,26.09,#35696450502749,card,26.73,USD,USD
2025-06-24 11:56:33 -0400,charge,#42487,visa,stripe_terminal,paid,2025-06-26,2025-06-26,57.28,1.37,55.91,#35672293802077,card,57.28,USD,USD
2025-06-24 11:52:24 -0400,charge,#42483,visa,stripe_terminal,paid,2025-06-26,2025-06-26,109.20,2.62,106.58,#35696412885085,card,109.20,USD,USD
2025-06-24 11:51:23 -0400,charge,#42482,visa,stripe_terminal,paid,2025-06-26,2025-06-26,8.53,0.20,8.33,#35696404987997,card,8.53,USD,USD
2025-06-24 11:50:48 -0400,charge,#42481,visa,stripe_terminal,paid,2025-06-26,2025-06-26,162.11,3.89,158.22,#35696386506845,card,162.11,USD,USD
2025-06-24 11:49:46 -0400,charge,#42480,visa,stripe_terminal,paid,2025-06-26,2025-06-26,33.16,0.80,32.36,#35696391127133,card,33.16,USD,USD
2025-06-24 11:48:29 -0400,charge,#42479,visa,stripe_terminal,paid,2025-06-26,2025-06-26,50.44,1.21,49.23,#35696377823325,card,50.44,USD,USD
2025-06-24 11:48:00 -0400,charge,#42478,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,26.38,0.63,25.75,#35696367075421,card,26.38,USD,USD
2025-06-24 11:47:12 -0400,charge,#42477,visa,stripe_terminal,paid,2025-06-26,2025-06-26,67.52,1.62,65.90,#35696376086621,card,67.52,USD,USD
2025-06-24 11:47:08 -0400,charge,#42476,visa,stripe_terminal,paid,2025-06-26,2025-06-26,8.53,0.20,8.33,#35696375300189,card,8.53,USD,USD
2025-06-24 11:46:49 -0400,charge,#42475,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,177.24,4.25,172.99,#35696365568093,card,177.24,USD,USD
2025-06-24 11:45:26 -0400,charge,#42473,visa,stripe_terminal,paid,2025-06-26,2025-06-26,101.28,2.43,98.85,#35696341221469,card,101.28,USD,USD
2025-06-24 11:44:59 -0400,charge,#42472,visa,stripe_terminal,paid,2025-06-26,2025-06-26,98.66,2.37,96.29,#35671752769629,card,98.66,USD,USD
2025-06-24 11:42:56 -0400,charge,#42471,visa,stripe_terminal,paid,2025-06-26,2025-06-26,26.73,0.64,26.09,#35696335781981,card,26.73,USD,USD
2025-06-24 11:41:32 -0400,charge,#42470,visa,stripe_terminal,paid,2025-06-26,2025-06-26,32.13,0.77,31.36,#35696329261149,card,32.13,USD,USD
2025-06-24 11:40:52 -0400,charge,#42469,visa,stripe_terminal,paid,2025-06-26,2025-06-26,4.27,0.10,4.17,#35696324870237,card,4.27,USD,USD
2025-06-24 11:40:36 -0400,charge,#42468,visa,stripe_terminal,paid,2025-06-26,2025-06-26,60.14,1.44,58.70,#35696313532509,card,60.14,USD,USD
2025-06-24 11:40:33 -0400,charge,#42484,master,stripe_terminal,paid,2025-06-26,2025-06-26,83.85,2.01,81.84,#35696419504221,card,83.85,USD,USD
2025-06-24 11:40:17 -0400,charge,#42485,visa,online,paid,2025-06-26,2025-06-26,175.50,4.51,170.99,#35646006493277,card,175.50,USD,USD
2025-06-24 11:39:51 -0400,charge,#42467,visa,stripe_terminal,paid,2025-06-26,2025-06-26,21.60,0.52,21.08,#35696318185565,card,21.60,USD,USD
2025-06-24 11:38:49 -0400,charge,#42465,master,stripe_terminal,paid,2025-06-26,2025-06-26,286.95,6.89,280.06,#35696291479645,card,286.95,USD,USD
2025-06-24 11:36:09 -0400,charge,#42463,visa,stripe_terminal,paid,2025-06-26,2025-06-26,163.53,3.92,159.61,#35696232005725,card,163.53,USD,USD
2025-06-24 11:35:00 -0400,charge,#42462,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,5.13,0.12,5.01,#35696272474205,card,5.13,USD,USD
2025-06-24 11:33:43 -0400,charge,#42461,visa,stripe_terminal,paid,2025-06-26,2025-06-26,74.47,1.79,72.68,#35696265068637,card,74.47,USD,USD
2025-06-24 11:31:51 -0400,charge,#42460,visa,stripe_terminal,paid,2025-06-26,2025-06-26,9.67,0.23,9.44,#35696246620253,card,9.67,USD,USD
2025-06-24 11:30:54 -0400,charge,#42459,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,4.27,0.10,4.17,#35696236560477,card,4.27,USD,USD
2025-06-24 11:29:10 -0400,charge,#42458,visa,stripe_terminal,paid,2025-06-26,2025-06-26,36.40,0.87,35.53,#35696220307549,card,36.40,USD,USD
2025-06-24 11:28:42 -0400,charge,#42457,master,stripe_terminal,paid,2025-06-26,2025-06-26,27.43,0.66,26.77,#35696215883869,card,27.43,USD,USD
2025-06-24 11:27:44 -0400,charge,#42456,visa,stripe_terminal,paid,2025-06-26,2025-06-26,20.52,0.49,20.03,#35696214048861,card,20.52,USD,USD
2025-06-24 11:27:15 -0400,charge,#42455,master,stripe_terminal,paid,2025-06-26,2025-06-26,23.63,0.57,23.06,#35696208150621,card,23.63,USD,USD
2025-06-24 11:27:00 -0400,charge,#42454,visa,stripe_terminal,paid,2025-06-26,2025-06-26,7.97,0.19,7.78,#35696193044573,card,7.97,USD,USD
2025-06-24 11:24:45 -0400,charge,#42452,visa,stripe_terminal,paid,2025-06-26,2025-06-26,5.13,0.12,5.01,#35696189440093,card,5.13,USD,USD
2025-06-24 11:21:59 -0400,charge,#42449,visa,stripe_terminal,paid,2025-06-26,2025-06-26,91.79,2.20,89.59,#35696164995165,card,91.79,USD,USD
2025-06-24 11:21:10 -0400,charge,#42448,american_express,stripe_terminal,paid,2025-06-26,2025-06-26,52.75,1.27,51.48,#35696156344413,card,52.75,USD,USD
2025-06-24 11:19:26 -0400,charge,#42446,master,stripe_terminal,paid,2025-06-26,2025-06-26,50.44,1.21,49.23,#35669134180445,card,50.44,USD,USD
2025-06-24 10:52:18 -0400,charge,#42445,american_express,online,paid,2025-06-26,2025-06-26,159.00,5.71,153.29,#35696045523037,card,159.00,USD,USD
2025-06-24 09:45:35 -0400,charge,#42444,american_express,online,paid,2025-06-26,2025-06-26,100.00,3.70,96.30,#35695557738589,card,100.00,USD,USD
2025-06-23 21:57:58 -0400,charge,#42443,american_express,online,paid,2025-06-26,2025-06-26,32.50,1.41,31.09,#35690910810205,card,32.50,USD,USD
2025-06-23 18:49:57 -0400,charge,#42442,american_express,online,paid,2025-06-25,2025-06-25,106.50,3.92,102.58,#35689583378525,card,106.50,USD,USD
2025-06-23 17:54:05 -0400,charge,#42441,master,online,paid,2025-06-25,2025-06-25,136.00,3.56,132.44,#35689244229725,card,136.00,USD,USD
2025-06-23 17:48:31 -0400,charge,#42440,american_express,online,paid,2025-06-25,2025-06-25,74.50,2.83,71.67,#35689209331805,card,74.50,USD,USD
2025-06-23 17:15:17 -0400,charge,#42439,visa,online,paid,2025-06-25,2025-06-25,54.00,1.60,52.40,#35689002139741,card,54.00,USD,USD
2025-06-23 17:02:29 -0400,charge,#42438,visa,online,paid,2025-06-25,2025-06-25,91.50,2.50,89.00,#35688914649181,card,91.50,USD,USD
2025-06-23 16:54:14 -0400,charge,#42437,visa,online,paid,2025-06-25,2025-06-25,34.50,1.13,33.37,#35688851439709,card,34.50,USD,USD
2025-06-23 15:30:44 -0400,charge,#42436,visa,online,paid,2025-06-25,2025-06-23,82.00,2.27,79.73,#35688284946525,card,82.00,USD,USD
2025-06-23 12:31:38 -0400,charge,#42435,master,online,paid,2025-06-25,2025-06-25,187.00,4.79,182.21,#35687001358429,card,187.00,USD,USD
2025-06-23 10:26:43 -0400,charge,#42434,visa,online,paid,2025-06-25,2025-06-23,54.98,1.62,53.36,#35686087688285,card,54.98,USD,USD
2025-06-23 10:06:28 -0400,charge,#42433,american_express,online,paid,2025-06-25,2025-06-25,72.91,2.78,70.13,#35685968085085,card,72.91,USD,USD
2025-06-23 09:56:48 -0400,charge,#42432,visa,online,paid,2025-06-25,2025-06-25,79.50,2.21,77.29,#35685899042909,card,79.50,USD,USD
2025-06-22 21:06:51 -0400,charge,#42431,master,online,paid,2025-06-25,2025-06-25,89.50,2.45,87.05,#35681041907805,card,89.50,USD,USD
2025-06-22 21:02:25 -0400,charge,#42430,master,online,paid,2025-06-25,2025-06-25,146.50,3.82,142.68,#35681000587357,card,146.50,USD,USD
2025-06-22 20:33:31 -0400,charge,#42429,visa,online,paid,2025-06-25,2025-06-25,22.49,0.84,21.65,#35680803487837,card,22.49,USD,USD
2025-06-22 20:18:05 -0400,charge,#42428,american_express,online,paid,2025-06-25,2025-06-25,353.00,12.30,340.70,#35680711901277,card,353.00,USD,USD
2025-06-22 19:01:48 -0400,charge,#42427,visa,online,paid,2025-06-24,2025-06-24,159.00,4.12,154.88,#35680163397725,card,159.00,USD,USD
2025-06-22 18:48:13 -0400,charge,#42426,master,online,paid,2025-06-24,2025-06-24,59.50,1.73,57.77,#35680107102301,card,59.50,USD,USD
2025-06-22 16:52:44 -0400,charge,#42425,visa,online,paid,2025-06-24,2025-06-24,108.50,2.90,105.60,#35679312117853,card,108.50,USD,USD
